id1,id2,min_distance
564420000,563061000,8.5943326038690593
564420000,525011114,0.02025571066721089
564420000,563210000,1.8954957020040009
564420000,538003480,7.7478081604218216
564420000,235084179,0.263091175480272
564420000,477058100,9.2233720368547758e+18
564420000,357599000,9.2233720368547758e+18
564420000,372343000,0.60886309912824244
564420000,353057000,9.2233720368547758e+18
563061000,525011114,13.638040727846377
563061000,563210000,9.2233720368547758e+18
563061000,538003480,9.2233720368547758e+18
563061000,235084179,9.2233720368547758e+18
563061000,477058100,9.2233720368547758e+18
563061000,357599000,9.2233720368547758e+18
563061000,372343000,20.958875433039562
563061000,353057000,9.2233720368547758e+18
525011114,563210000,0.099298101356774499
525011114,538003480,0.15701809785575413
525011114,235084179,0.77288856254993965
525011114,477058100,13.695216965289145
525011114,357599000,8.5755692568746902
525011114,372343000,0.026993603204287404
525011114,353057000,6.0417460165593999
563210000,538003480,0.13431833774085172
563210000,235084179,0.63628048862969322
563210000,477058100,12.685422571368356
563210000,357599000,13.543669285794602
563210000,372343000,0.15745095297856251
563210000,353057000,5.9308962098217846
538003480,235084179,14.88422532099081
538003480,477058100,21.009102220124685
538003480,357599000,9.2233720368547758e+18
538003480,372343000,1.2534317193432611
538003480,353057000,8.2048773931819525
235084179,477058100,9.2233720368547758e+18
235084179,357599000,9.2233720368547758e+18
235084179,372343000,0.033169190305542676
235084179,353057000,18.195376389693635
477058100,357599000,4.2269824278030468
477058100,372343000,0.358991429527726
477058100,353057000,3.819563143556556
357599000,372343000,3.9653857644913821
357599000,353057000,9.2233720368547758e+18
372343000,353057000,0.75808832171571683
