message_type,mmsi,navigation_status,rate_of_turn,speed_over_ground,longitude,latitude,course_over_ground,true_heading,timeStamp
1,357599000,0,0,107,62030050,732650,1290,131,2013-09-19T05:24:50Z
1,357599000,0,0,107,62030670,732130,1300,131,2013-09-19T05:25:19Z
1,357599000,0,0,107,62031400,731520,1300,131,2013-09-19T05:25:49Z
1,357599000,0,0,107,62032790,730350,1290,128,2013-09-19T05:26:49Z
1,357599000,0,0,107,62034200,729260,1270,125,2013-09-19T05:27:49Z
3,357599000,0,0,106,62035630,728250,1230,123,2013-09-19T05:28:49Z
1,357599000,0,0,106,62035830,728120,1230,123,2013-09-19T05:29:00Z
1,357599000,0,0,106,62036320,727800,1230,123,2013-09-19T05:29:18Z
1,357599000,0,0,106,62037020,727350,1220,122,2013-09-19T05:29:49Z
1,357599000,0,0,106,62037370,727130,1220,122,2013-09-19T05:29:59Z
1,357599000,0,0,106,62038550,726390,1210,122,2013-09-19T05:30:49Z
1,357599000,0,0,106,62038850,726200,1210,122,2013-09-19T05:30:59Z
1,357599000,0,0,107,62040160,725376,689,122,2013-09-19T05:31:48Z
1,357599000,0,0,107,62040360,725260,1210,122,2013-09-19T05:31:59Z
1,357599000,0,0,107,62041380,724630,1210,122,2013-09-19T05:32:38Z
1,357599000,0,0,107,62041880,724320,1210,122,2013-09-19T05:32:59Z
1,357599000,0,0,107,62042900,723690,1210,122,2013-09-19T05:33:38Z
1,357599000,0,0,107,62043380,723390,1210,122,2013-09-19T05:33:59Z
1,357599000,0,0,107,62043680,723200,1210,122,2013-09-19T05:34:08Z
1,357599000,0,0,107,62045150,722290,1210,123,2013-09-19T05:35:08Z
1,357599000,0,0,107,62047450,720850,1220,122,2013-09-19T05:36:38Z
1,357599000,0,0,107,62050510,718920,1220,122,2013-09-19T05:38:38Z
1,357599000,0,0,107,62050710,718790,1210,122,2013-09-19T05:38:48Z
1,357599000,0,0,107,62052010,717990,1210,123,2013-09-19T05:39:40Z
1,357599000,0,0,107,62053530,717030,1210,122,2013-09-19T05:40:40Z
1,357599000,0,0,108,62057910,714270,1220,122,2013-09-19T05:43:29Z
1,357599000,0,0,108,62058930,713630,1220,122,2013-09-19T05:44:10Z
1,357599000,0,0,108,62062910,711120,1220,123,2013-09-19T05:46:49Z
1,357599000,0,0,108,62064020,710390,1220,122,2013-09-19T05:47:29Z
