message_type,mmsi,navigation_status,rate_of_turn,speed_over_ground,longitude,latitude,course_over_ground,true_heading,timeStamp
1,538003480,0,0,105,62364940,741790,2460,244,2013-08-01T08:58:49Z
1,538003480,0,0,115,62358950,738870,2430,244,2013-08-01T09:02:27Z
1,538003480,0,-5,109,62349970,734580,2450,244,2013-08-01T09:07:38Z
1,538003480,0,0,109,62349690,734450,2450,244,2013-08-01T09:07:48Z
1,538003480,0,0,108,62348040,733660,2440,244,2013-08-01T09:08:48Z
1,538003480,0,0,105,62344370,731870,2440,244,2013-08-01T09:11:07Z
1,538003480,0,7,104,62342580,730980,2430,244,2013-08-01T09:12:17Z
1,538003480,0,9,104,62341800,730580,2430,246,2013-08-01T09:12:47Z
1,538003480,0,5,104,62341510,730450,2440,247,2013-08-01T09:12:58Z
1,538003480,0,0,104,62340720,730090,2450,247,2013-08-01T09:13:27Z
1,538003480,0,5,104,62339360,729510,2470,249,2013-08-01T09:14:19Z
1,538003480,0,0,104,62338830,729290,2470,249,2013-08-01T09:14:38Z
1,538003480,0,0,100,62337290,728700,2490,249,2013-08-01T09:15:39Z
1,538003480,0,0,97,62336530,728420,2490,250,2013-08-01T09:16:08Z
1,538003480,0,-8,93,62335050,727910,2500,249,2013-08-01T09:17:08Z
1,538003480,0,0,91,62334350,727650,2500,249,2013-08-01T09:17:39Z
1,538003480,0,-7,90,62334140,727570,2500,249,2013-08-01T09:17:48Z
1,538003480,0,0,89,62333910,727490,2500,249,2013-08-01T09:17:57Z
1,538003480,0,0,89,62333650,727400,2500,249,2013-08-01T09:18:08Z
1,538003480,0,-12,88,62333200,727230,2500,249,2013-08-01T09:18:27Z
1,538003480,0,0,86,62332560,726990,2490,249,2013-08-01T09:18:57Z
1,538003480,0,0,85,62332080,726810,2490,249,2013-08-01T09:19:18Z
1,538003480,0,0,83,62330800,726330,2490,249,2013-08-01T09:20:19Z
1,538003480,0,0,82,62329760,725930,2480,248,2013-08-01T09:21:07Z
1,538003480,0,0,85,62328630,725490,2490,249,2013-08-01T09:21:58Z
1,538003480,0,5,86,62328420,725410,2490,249,2013-08-01T09:22:07Z
1,538003480,0,13,87,62328160,725310,2490,250,2013-08-01T09:22:17Z
1,538003480,0,0,90,62327480,725070,2500,250,2013-08-01T09:22:47Z
1,538003480,0,0,91,62327210,724980,2510,250,2013-08-01T09:22:58Z
1,538003480,0,-13,91,62326990,724910,2510,249,2013-08-01T09:23:07Z
1,538003480,0,-5,92,62326720,724820,2510,249,2013-08-01T09:23:18Z
1,538003480,0,-7,93,62326200,724640,2500,248,2013-08-01T09:23:38Z
1,538003480,0,0,95,62325500,724370,2490,247,2013-08-01T09:24:07Z
1,538003480,0,0,96,62325230,724260,2480,247,2013-08-01T09:24:18Z
1,538003480,0,0,97,62324700,724040,2480,247,2013-08-01T09:24:38Z
1,538003480,0,0,99,62323480,723530,2470,247,2013-08-01T09:25:27Z
1,538003480,0,5,99,62323200,723410,2470,247,2013-08-01T09:25:38Z
1,538003480,0,0,100,62322650,723180,2470,247,2013-08-01T09:25:58Z
1,538003480,0,0,100,62322160,722980,2470,247,2013-08-01T09:26:18Z
1,538003480,0,0,102,62321090,722550,2480,246,2013-08-01T09:26:58Z
1,538003480,0,-8,103,62320560,722340,2480,245,2013-08-01T09:27:18Z
1,538003480,0,-12,103,62320320,722240,2480,245,2013-08-01T09:27:27Z
1,538003480,0,-9,105,62318710,721490,2440,243,2013-08-01T09:28:27Z
1,538003480,0,0,107,62316860,720530,2420,242,2013-08-01T09:29:37Z
1,538003480,0,0,107,62316620,720400,2410,242,2013-08-01T09:29:47Z
1,538003480,0,9,109,62315080,719530,2400,244,2013-08-01T09:30:46Z
1,538003480,0,14,109,62314790,719370,2400,245,2013-08-01T09:30:57Z
1,538003480,0,0,105,62313480,718700,2430,247,2013-08-01T09:31:47Z
1,538003480,0,0,104,62313230,718570,2430,247,2013-08-01T09:31:56Z
1,538003480,0,11,103,62312970,718450,2440,248,2013-08-01T09:32:08Z
1,538003480,0,13,102,62312430,718200,2450,248,2013-08-01T09:32:28Z
1,538003480,0,8,101,62312180,718090,2450,248,2013-08-01T09:32:38Z
1,538003480,0,0,100,62311700,717880,2460,249,2013-08-01T09:32:57Z
1,538003480,0,0,99,62311180,717650,2460,249,2013-08-01T09:33:17Z
1,538003480,0,0,97,62310210,717240,2470,249,2013-08-01T09:33:57Z
1,538003480,0,0,97,62309930,717130,2470,249,2013-08-01T09:34:07Z
1,538003480,0,0,97,62309660,717020,2470,249,2013-08-01T09:34:18Z
1,538003480,0,0,96,62308940,716730,2470,249,2013-08-01T09:34:48Z
1,538003480,0,0,95,62308680,716620,2470,249,2013-08-01T09:34:59Z
1,538003480,0,0,95,62308480,716540,2470,249,2013-08-01T09:35:07Z
1,538003480,0,0,95,62308000,716340,2470,249,2013-08-01T09:35:27Z
1,538003480,0,0,93,62306740,715820,2470,249,2013-08-01T09:36:18Z
1,538003480,0,0,94,62305780,715420,2480,250,2013-08-01T09:36:59Z
1,538003480,0,0,98,62304530,714940,2490,250,2013-08-01T09:37:48Z
1,538003480,0,0,100,62304020,714750,2490,250,2013-08-01T09:38:07Z
1,538003480,0,0,102,62302910,714320,2490,251,2013-08-01T09:38:48Z
1,538003480,0,0,106,62301250,713730,2500,251,2013-08-01T09:39:49Z
1,538003480,0,0,107,62300440,713430,2500,251,2013-08-01T09:40:18Z
1,538003480,0,0,107,62299590,713140,2500,250,2013-08-01T09:40:49Z
1,538003480,0,0,108,62299010,712930,2500,250,2013-08-01T09:41:09Z
1,538003480,0,0,108,62298180,712620,2500,249,2013-08-01T09:41:37Z
1,538003480,0,0,108,62297870,712500,2500,249,2013-08-01T09:41:49Z
1,538003480,0,0,109,62297080,712200,2490,249,2013-08-01T09:42:17Z
1,538003480,0,0,109,62296200,711880,2490,249,2013-08-01T09:42:48Z
1,538003480,0,0,109,62295380,711570,2490,248,2013-08-01T09:43:18Z
1,538003480,0,0,109,62295070,711440,2490,248,2013-08-01T09:43:28Z
