message_type,mmsi,navigation_status,rate_of_turn,speed_over_ground,longitude,latitude,course_over_ground,true_heading,timeStamp
1,235084179,0,-128,103,62109427,702081,917,511,2014-01-15T22:47:08Z
1,235084179,0,-128,60,62123358,704134,721,511,2014-01-15T22:57:18Z
1,235084179,0,-128,59,62123504,704180,721,511,2014-01-15T22:57:28Z
1,235084179,0,-128,57,62123793,704272,730,511,2014-01-15T22:57:47Z
1,235084179,0,-128,55,62124229,704408,729,511,2014-01-15T22:58:18Z
1,235084179,0,-128,54,62124372,704451,731,511,2014-01-15T22:58:28Z
1,235084179,0,-128,52,62124666,704537,731,511,2014-01-15T22:58:48Z
1,235084179,0,-128,63,62127661,705409,743,511,2014-01-15T23:02:08Z
1,235084179,0,-128,75,62130622,706255,735,511,2014-01-15T23:04:47Z
1,235084179,0,-128,89,62133179,707117,674,511,2014-01-15T23:06:48Z
1,235084179,0,-128,90,62133645,707314,675,511,2014-01-15T23:07:07Z
1,235084179,0,-128,90,62136105,708544,583,511,2014-01-15T23:08:58Z
1,235084179,0,-128,90,62137323,709412,521,511,2014-01-15T23:09:57Z
1,235084179,0,-128,91,62137700,709752,481,511,2014-01-15T23:10:18Z
1,235084179,0,-128,90,62137887,709922,478,511,2014-01-15T23:10:27Z
1,235084179,0,-128,91,62138087,710117,459,511,2014-01-15T23:10:38Z
1,235084179,0,-128,92,62138740,710886,396,511,2014-01-15T23:11:17Z
1,235084179,0,-128,92,62139081,711304,395,511,2014-01-15T23:11:38Z
1,235084179,0,-128,92,62139406,711696,399,511,2014-01-15T23:11:57Z
1,235084179,0,-128,92,62139721,712069,398,511,2014-01-15T23:12:16Z
1,235084179,0,-128,92,62140065,712485,395,511,2014-01-15T23:12:38Z
1,235084179,0,-128,93,62141046,713685,395,511,2014-01-15T23:13:38Z
3,235084179,0,-128,93,62141195,713866,396,511,2014-01-15T23:13:47Z
1,235084179,0,-128,92,62141377,714084,395,511,2014-01-15T23:13:58Z
1,235084179,0,-128,91,62141841,714661,388,511,2014-01-15T23:14:27Z
1,235084179,0,-128,90,62142016,714874,393,511,2014-01-15T23:14:37Z
