navigation_status,rate_of_turn,speed_over_ground,latitude,longitude,course_over_ground,true_heading,ts,ts_string,mmsi
0.0,-128.0,10.300000000000001,1.1701349999999999,103.51571166666666,917.0,511.0,1389797228.0,2014-01-15T22:47:08Z,235084179.0
0.0,-128.0,6.0,1.1735566666666666,103.53892999999999,721.0,511.0,1389797838.0,2014-01-15T22:57:18Z,235084179.0
0.0,-128.0,5.9000000000000004,1.1736333333333333,103.53917333333334,721.0,511.0,1389797848.0,2014-01-15T22:57:28Z,235084179.0
0.0,-128.0,5.7000000000000002,1.1737866666666668,103.539655,730.0,511.0,1389797867.0,2014-01-15T22:57:47Z,235084179.0
0.0,-128.0,5.5,1.1740133333333334,103.54038166666666,729.0,511.0,1389797898.0,2014-01-15T22:58:18Z,235084179.0
0.0,-128.0,5.4000000000000004,1.174085,103.54062,731.0,511.0,1389797908.0,2014-01-15T22:58:28Z,235084179.0
0.0,-128.0,5.2000000000000002,1.1742283333333334,103.54111,731.0,511.0,1389797928.0,2014-01-15T22:58:48Z,235084179.0
0.0,-128.0,6.2999999999999998,1.1756816666666667,103.54610166666667,743.0,511.0,1389798128.0,2014-01-15T23:02:08Z,235084179.0
0.0,-128.0,7.5,1.1770916666666666,103.55103666666666,735.0,511.0,1389798287.0,2014-01-15T23:04:47Z,235084179.0
0.0,-128.0,8.9000000000000004,1.1785283333333334,103.55529833333334,674.0,511.0,1389798408.0,2014-01-15T23:06:48Z,235084179.0
0.0,-128.0,9.0,1.1788566666666667,103.55607500000001,675.0,511.0,1389798427.0,2014-01-15T23:07:07Z,235084179.0
0.0,-128.0,9.0,1.1809066666666668,103.560175,583.0,511.0,1389798538.0,2014-01-15T23:08:58Z,235084179.0
0.0,-128.0,9.0,1.1823533333333334,103.56220500000001,521.0,511.0,1389798597.0,2014-01-15T23:09:57Z,235084179.0
0.0,-128.0,9.0999999999999996,1.18292,103.56283333333333,481.0,511.0,1389798618.0,2014-01-15T23:10:18Z,235084179.0
0.0,-128.0,9.0,1.1832033333333334,103.56314500000001,478.0,511.0,1389798627.0,2014-01-15T23:10:27Z,235084179.0
0.0,-128.0,9.0999999999999996,1.1835283333333333,103.56347833333334,459.0,511.0,1389798638.0,2014-01-15T23:10:38Z,235084179.0
0.0,-128.0,9.1999999999999993,1.1848099999999999,103.56456666666666,396.0,511.0,1389798677.0,2014-01-15T23:11:17Z,235084179.0
0.0,-128.0,9.1999999999999993,1.1855066666666667,103.565135,395.0,511.0,1389798698.0,2014-01-15T23:11:38Z,235084179.0
0.0,-128.0,9.1999999999999993,1.1861600000000001,103.56567666666666,399.0,511.0,1389798717.0,2014-01-15T23:11:57Z,235084179.0
