navigation_status,rate_of_turn,speed_over_ground,latitude,longitude,course_over_ground,true_heading,ts,ts_string,mmsi
1.0,0.0,0.20000000000000001,1.24855,103.90961666666666,2930.0,0.0,1373597399.0,2013-07-12T10:49:59Z,564420000.0
1.0,0.0,0.10000000000000001,1.2485166666666667,103.90975,630.0,1.0,1373618278.0,2013-07-12T16:37:58Z,564420000.0
1.0,0.0,0.10000000000000001,1.2485833333333334,103.9102,340.0,348.0,1373619175.0,2013-07-12T16:52:55Z,564420000.0
1.0,0.0,0.10000000000000001,1.2488666666666666,103.91083333333333,230.0,322.0,1373621156.0,2013-07-12T17:25:56Z,564420000.0
1.0,0.0,0.0,1.2512000000000001,103.91146666666667,3320.0,246.0,1373628177.0,2013-07-12T19:22:57Z,564420000.0
1.0,0.0,0.0,1.25125,103.91158333333334,3490.0,251.0,1373630159.0,2013-07-12T19:55:59Z,564420000.0
1.0,0.0,0.0,1.2517499999999999,103.9113,3190.0,240.0,1373639878.0,2013-07-12T22:37:58Z,564420000.0
1.0,0.0,0.0,1.2515499999999999,103.9115,1060.0,237.0,1373658238.0,2013-07-13T03:43:58Z,564420000.0
1.0,0.0,0.0,1.2516,103.91136666666667,1060.0,239.0,1373658955.0,2013-07-13T03:55:55Z,564420000.0
1.0,0.0,0.0,1.2516166666666666,103.9115,400.0,235.0,1373659318.0,2013-07-13T04:01:58Z,564420000.0
1.0,0.0,0.0,1.2517,103.91131666666666,1360.0,237.0,1373661117.0,2013-07-13T04:31:57Z,564420000.0
1.0,0.0,0.0,1.2518666666666667,103.91111666666667,2940.0,227.0,1373688118.0,2013-07-13T12:01:58Z,564420000.0
1.0,0.0,0.0,1.2523500000000001,103.90940000000001,1580.0,164.0,1373702877.0,2013-07-13T16:07:57Z,564420000.0
1.0,0.0,0.0,1.2519,103.91158333333334,3100.0,240.0,1373727718.0,2013-07-13T23:01:58Z,564420000.0
1.0,0.0,0.0,1.2518666666666667,103.91145,1430.0,241.0,1373733836.0,2013-07-14T00:43:56Z,564420000.0
1.0,0.0,0.0,1.2517499999999999,103.91153333333334,2620.0,243.0,1373738158.0,2013-07-14T01:55:58Z,564420000.0
1.0,0.0,0.10000000000000001,1.2518166666666666,103.91148333333334,3300.0,241.0,1373746436.0,2013-07-14T04:13:56Z,564420000.0
1.0,0.0,0.0,1.2521166666666668,103.91141666666667,20.0,223.0,1373747878.0,2013-07-14T04:37:58Z,564420000.0
1.0,0.0,0.20000000000000001,1.2514666666666667,103.91191666666667,3590.0,245.0,1373755258.0,2013-07-14T06:40:58Z,564420000.0
1.0,0.0,0.20000000000000001,1.2511166666666667,103.91198333333334,3490.0,258.0,1373759218.0,2013-07-14T07:46:58Z,564420000.0
1.0,0.0,0.0,1.2515333333333334,103.91181666666667,1630.0,241.0,1373764796.0,2013-07-14T09:19:56Z,564420000.0
1.0,0.0,0.0,1.2515499999999999,103.91183333333333,3270.0,240.0,1373772897.0,2013-07-14T11:34:57Z,564420000.0
1.0,0.0,0.0,1.2514666666666667,103.91185,3270.0,243.0,1373773435.0,2013-07-14T11:43:55Z,564420000.0
1.0,0.0,0.0,1.25145,103.91186666666667,3270.0,244.0,1373773795.0,2013-07-14T11:49:55Z,564420000.0
1.0,0.0,0.0,1.2515666666666667,103.9118,3270.0,241.0,1373774698.0,2013-07-14T12:04:58Z,564420000.0
1.0,0.0,0.0,1.2521500000000001,103.91108333333334,3100.0,216.0,1373777397.0,2013-07-14T12:49:57Z,564420000.0
0.0,0.0,0.29999999999999999,1.25315,103.91030000000001,2620.0,200.0,1373801672.0,2013-07-14T19:34:32Z,564420000.0
0.0,0.0,2.3999999999999999,1.2855333333333334,103.97751666666667,2810.0,285.0,1373942477.0,2013-07-16T10:41:17Z,564420000.0
0.0,0.0,7.7000000000000002,1.23515,103.9303,2420.0,244.0,1374020739.0,2013-07-17T08:25:39Z,564420000.0
0.0,0.0,8.1999999999999993,1.2257333333333333,103.90913333333333,2490.0,250.0,1374021359.0,2013-07-17T08:35:59Z,564420000.0
0.0,0.0,8.1999999999999993,1.2240333333333333,103.90483333333333,2480.0,250.0,1374021480.0,2013-07-17T08:38:00Z,564420000.0
0.0,0.0,8.1999999999999993,1.2223833333333334,103.90056666666666,2490.0,250.0,1374021599.0,2013-07-17T08:39:59Z,564420000.0
0.0,0.0,8.1999999999999993,1.2185666666666666,103.89100000000001,2450.0,246.0,1374021869.0,2013-07-17T08:44:29Z,564420000.0
0.0,0.0,8.1999999999999993,1.2184333333333333,103.89068333333333,2450.0,246.0,1374021878.0,2013-07-17T08:44:38Z,564420000.0
0.0,0.0,8.1999999999999993,1.2162833333333334,103.88578333333334,2450.0,246.0,1374022018.0,2013-07-17T08:46:58Z,564420000.0
0.0,0.0,8.5,1.2139666666666666,103.8805,2450.0,246.0,1374022168.0,2013-07-17T08:49:28Z,564420000.0
0.0,0.0,8.6999999999999993,1.2134666666666667,103.8794,2450.0,246.0,1374022199.0,2013-07-17T08:49:59Z,564420000.0
0.0,0.0,10.1,1.2087166666666667,103.86886666666666,2450.0,246.0,1374022459.0,2013-07-17T08:54:19Z,564420000.0
0.0,0.0,10.300000000000001,1.2074499999999999,103.86584999999999,2480.0,244.0,1374022552.0,2013-07-17T08:55:52Z,564420000.0
0.0,0.0,10.5,1.2048000000000001,103.86069999999999,2400.0,240.0,1374022648.0,2013-07-17T08:57:28Z,564420000.0
0.0,0.0,10.6,1.2042999999999999,103.85984999999999,2400.0,240.0,1374022669.0,2013-07-17T08:57:49Z,564420000.0
0.0,0.0,10.699999999999999,1.2035166666666666,103.85853333333333,2390.0,240.0,1374022700.0,2013-07-17T08:58:20Z,564420000.0
0.0,0.0,10.699999999999999,1.2033166666666666,103.85818333333333,2390.0,240.0,1374022709.0,2013-07-17T08:58:29Z,564420000.0
0.0,0.0,10.800000000000001,1.202,103.85598333333333,2380.0,237.0,1374022759.0,2013-07-17T08:59:19Z,564420000.0
0.0,0.0,10.800000000000001,1.2017333333333333,103.85556666666666,2370.0,237.0,1374022769.0,2013-07-17T08:59:29Z,564420000.0
0.0,0.0,10.800000000000001,1.2014333333333334,103.85509999999999,2370.0,237.0,1374022780.0,2013-07-17T08:59:40Z,564420000.0
0.0,0.0,10.9,1.2008666666666667,103.85426666666666,2360.0,237.0,1374022799.0,2013-07-17T08:59:59Z,564420000.0
0.0,0.0,11.0,1.1994833333333332,103.8522,2360.0,237.0,1374022849.0,2013-07-17T09:00:49Z,564420000.0
0.0,0.0,11.0,1.1986166666666667,103.85091666666666,2360.0,237.0,1374022879.0,2013-07-17T09:01:19Z,564420000.0
0.0,0.0,11.0,1.1983333333333333,103.8505,2350.0,237.0,1374022889.0,2013-07-17T09:01:29Z,564420000.0
0.0,0.0,11.0,1.1980666666666666,103.85011666666666,2350.0,237.0,1374022899.0,2013-07-17T09:01:39Z,564420000.0
0.0,0.0,11.1,1.1977166666666668,103.84961666666666,2350.0,238.0,1374022909.0,2013-07-17T09:01:49Z,564420000.0
0.0,0.0,11.1,1.19685,103.84833333333333,2370.0,239.0,1374022939.0,2013-07-17T09:02:19Z,564420000.0
0.0,0.0,11.199999999999999,1.1965833333333333,103.84793333333333,2360.0,240.0,1374022949.0,2013-07-17T09:02:29Z,564420000.0
0.0,0.0,11.199999999999999,1.1960166666666667,103.84706666666666,2370.0,241.0,1374022969.0,2013-07-17T09:02:49Z,564420000.0
0.0,0.0,11.300000000000001,1.1946833333333333,103.84481666666667,2390.0,242.0,1374023019.0,2013-07-17T09:03:39Z,564420000.0
0.0,0.0,11.300000000000001,1.1944166666666667,103.84438333333334,2380.0,243.0,1374023029.0,2013-07-17T09:03:49Z,564420000.0
0.0,0.0,11.300000000000001,1.19415,103.84393333333334,2390.0,244.0,1374023039.0,2013-07-17T09:03:59Z,564420000.0
0.0,0.0,11.300000000000001,1.1933,103.84256666666667,2410.0,245.0,1374023069.0,2013-07-17T09:04:29Z,564420000.0
0.0,0.0,11.300000000000001,1.1930666666666667,103.84215,2410.0,245.0,1374023079.0,2013-07-17T09:04:39Z,564420000.0
0.0,0.0,11.300000000000001,1.1928166666666666,103.84168333333334,2420.0,245.0,1374023089.0,2013-07-17T09:04:49Z,564420000.0
0.0,0.0,11.300000000000001,1.1918666666666666,103.83981666666666,2420.0,245.0,1374023129.0,2013-07-17T09:05:29Z,564420000.0
0.0,0.0,11.300000000000001,1.1916333333333333,103.83935,2430.0,245.0,1374023139.0,2013-07-17T09:05:39Z,564420000.0
0.0,0.0,11.300000000000001,1.1911499999999999,103.83841666666666,2420.0,246.0,1374023159.0,2013-07-17T09:05:59Z,564420000.0
0.0,0.0,11.300000000000001,1.1893166666666666,103.83458333333333,2440.0,247.0,1374023239.0,2013-07-17T09:07:19Z,564420000.0
0.0,0.0,11.300000000000001,1.1887166666666666,103.83321666666667,2440.0,247.0,1374023269.0,2013-07-17T09:07:49Z,564420000.0
0.0,0.0,11.1,1.1874333333333333,103.83036666666666,2450.0,247.0,1374023329.0,2013-07-17T09:08:49Z,564420000.0
0.0,0.0,11.1,1.1872166666666666,103.82989999999999,2450.0,247.0,1374023340.0,2013-07-17T09:09:00Z,564420000.0
