navigation_status,rate_of_turn,speed_over_ground,latitude,longitude,course_over_ground,true_heading,ts,ts_string,mmsi
0.0,0.0,9.0,1.1394116666666667,103.77717,460.0,43.0,1373538157.0,2013-07-11T18:22:37Z,563061000.0
0.0,0.0,0.20000000000000001,1.21509,103.82858833333333,1802.0,272.0,1373545617.0,2013-07-11T20:26:57Z,563061000.0
0.0,0.0,6.7999999999999998,1.2270533333333333,103.81914833333333,3390.0,332.0,1373548567.0,2013-07-11T21:16:07Z,563061000.0
0.0,0.0,6.5,1.23506,103.81876,285.0,15.0,1373548856.0,2013-07-11T21:20:56Z,563061000.0
0.0,-127.0,3.7999999999999998,1.2359016666666667,103.819205,273.0,355.0,1373548896.0,2013-07-11T21:21:36Z,563061000.0
0.0,0.0,3.7000000000000002,1.2356333333333334,103.81965,1391.0,342.0,1373548944.0,2013-07-11T21:22:24Z,563061000.0
1.0,-127.0,0.10000000000000001,1.2351216666666667,103.82063166666667,3274.0,287.0,1373549256.0,2013-07-11T21:27:36Z,563061000.0
1.0,-127.0,0.10000000000000001,1.2350950000000001,103.82063833333333,3274.0,284.0,1373549268.0,2013-07-11T21:27:48Z,563061000.0
1.0,0.0,0.40000000000000002,1.2350049999999999,103.820725,1708.0,263.0,1373550498.0,2013-07-11T21:48:18Z,563061000.0
1.0,0.0,0.20000000000000001,1.2351816666666666,103.82067499999999,2204.0,284.0,1373552294.0,2013-07-11T22:18:14Z,563061000.0
1.0,0.0,0.40000000000000002,1.2351816666666666,103.82066166666667,1773.0,273.0,1373553013.0,2013-07-11T22:30:13Z,563061000.0
1.0,127.0,0.20000000000000001,1.2349416666666666,103.82068166666667,2458.0,286.0,1373553193.0,2013-07-11T22:33:13Z,563061000.0
1.0,0.0,0.40000000000000002,1.2350733333333332,103.82067333333333,1752.0,266.0,1373555720.0,2013-07-11T23:15:20Z,563061000.0
1.0,0.0,0.40000000000000002,1.2350233333333334,103.820645,1674.0,259.0,1373557877.0,2013-07-11T23:51:17Z,563061000.0
1.0,0.0,0.0,1.2352533333333333,103.82064833333334,3433.0,329.0,1373566698.0,2013-07-12T02:18:18Z,563061000.0
1.0,0.0,0.10000000000000001,1.2352316666666667,103.82064666666666,3433.0,328.0,1373567053.0,2013-07-12T02:24:13Z,563061000.0
1.0,0.0,0.0,1.2352716666666668,103.82063833333333,3433.0,332.0,1373568134.0,2013-07-12T02:42:14Z,563061000.0
1.0,0.0,0.0,1.23526,103.82060833333334,3433.0,325.0,1373568315.0,2013-07-12T02:45:15Z,563061000.0
1.0,0.0,0.10000000000000001,1.2352816666666666,103.82059833333334,3433.0,341.0,1373569577.0,2013-07-12T03:06:17Z,563061000.0
