message_type,mmsi,navigation_status,rate_of_turn,speed_over_ground,longitude,latitude,course_over_ground,true_heading,timeStamp
1,353057000,4,0,125,62011910,743790,1350,133,2013-08-10T23:39:55Z
1,353057000,4,0,126,62012630,743120,1330,132,2013-08-10T23:40:23Z
1,353057000,4,0,127,62014550,741390,1310,133,2013-08-10T23:41:33Z
1,353057000,4,0,127,62014760,741210,1310,133,2013-08-10T23:41:44Z
1,353057000,4,0,127,62015810,740240,1320,134,2013-08-10T23:42:24Z
1,353057000,4,0,127,62016840,739260,1330,134,2013-08-10T23:43:03Z
1,353057000,4,0,127,62018350,737800,1330,134,2013-08-10T23:44:03Z
1,353057000,4,0,127,62019430,736760,1330,134,2013-08-10T23:44:45Z
1,353057000,4,0,128,62024020,732140,1360,132,2013-08-10T23:47:44Z
1,353057000,4,0,128,62024480,731690,1340,131,2013-08-10T23:48:05Z
1,353057000,4,0,127,62024990,731250,1320,130,2013-08-10T23:48:24Z
1,353057000,4,0,127,62025530,730780,1310,128,2013-08-10T23:48:44Z
1,353057000,4,0,127,62026070,730330,1300,126,2013-08-10T23:49:04Z
1,353057000,4,0,127,62026400,730060,1290,125,2013-08-10T23:49:14Z
1,353057000,4,0,127,62026630,729890,1280,124,2013-08-10T23:49:24Z
1,353057000,4,0,127,62027200,729480,1260,123,2013-08-10T23:49:44Z
1,353057000,4,0,126,62027880,729040,1230,123,2013-08-10T23:50:04Z
1,353057000,4,0,126,62028120,728890,1230,123,2013-08-10T23:50:13Z
1,353057000,4,0,126,62028360,728740,1220,122,2013-08-10T23:50:23Z
1,353057000,4,0,126,62029690,727930,1210,122,2013-08-10T23:51:04Z
1,353057000,4,0,126,62029810,727860,1210,122,2013-08-10T23:51:13Z
1,353057000,4,0,126,62030230,727600,1210,122,2013-08-10T23:51:23Z
1,353057000,4,0,127,62031780,726680,1200,122,2013-08-10T23:52:13Z
1,353057000,4,0,127,62032640,726170,1200,122,2013-08-10T23:52:44Z
1,353057000,4,0,127,62033010,725960,1200,123,2013-08-10T23:52:54Z
1,353057000,4,0,127,62033610,725590,1200,123,2013-08-10T23:53:13Z
1,353057000,4,0,127,62035380,724470,1220,124,2013-08-10T23:54:13Z
1,353057000,4,0,127,62036270,723880,1230,125,2013-08-10T23:54:44Z
1,353057000,4,0,127,62036500,723720,1230,125,2013-08-10T23:54:53Z
