message_type,mmsi,navigation_status,rate_of_turn,speed_over_ground,longitude,latitude,course_over_ground,true_heading,timeStamp
1,477058100,0,0,55,62343160,744440,2020,210,2013-09-15T17:30:35Z
1,477058100,0,8,73,62325320,726790,2370,249,2013-09-15T17:54:54Z
1,477058100,0,5,71,62315730,721590,2420,251,2013-09-15T18:04:05Z
1,477058100,0,5,71,62314850,721140,2420,250,2013-09-15T18:04:54Z
1,477058100,0,5,70,62314670,721050,2410,251,2013-09-15T18:05:05Z
1,477058100,0,0,69,62313790,720600,2420,250,2013-09-15T18:05:54Z
1,477058100,0,0,69,62313480,720430,2420,250,2013-09-15T18:06:14Z
1,477058100,0,-5,68,62313270,720330,2420,250,2013-09-15T18:06:24Z
1,477058100,0,-8,68,62313100,720250,2430,249,2013-09-15T18:06:34Z
1,477058100,0,-5,68,62312760,720070,2420,249,2013-09-15T18:06:55Z
1,477058100,0,-5,68,62312590,719980,2420,249,2013-09-15T18:07:04Z
1,477058100,0,-5,68,62312460,719910,2420,249,2013-09-15T18:07:13Z
1,477058100,0,0,68,62312131,772652,1131,266,2013-09-15T18:07:26Z
1,477058100,0,0,68,62312240,719790,2410,249,2013-09-15T18:07:26Z
1,477058100,0,0,69,62312100,719720,2410,249,2013-09-15T18:07:34Z
1,477058100,0,0,69,62311760,719540,2420,249,2013-09-15T18:07:55Z
1,477058100,0,-5,70,62311060,719190,2430,248,2013-09-15T18:08:33Z
1,477058100,0,-5,70,62310890,719100,2430,248,2013-09-15T18:08:45Z
1,477058100,0,-5,70,62310560,718930,2420,248,2013-09-15T18:09:04Z
1,477058100,0,5,69,62310350,718810,2410,248,2013-09-15T18:09:16Z
1,477058100,0,5,69,62310050,718650,2410,248,2013-09-15T18:09:33Z
1,477058100,0,0,68,62309680,718450,2410,248,2013-09-15T18:09:55Z
1,477058100,0,0,68,62309510,718360,2420,248,2013-09-15T18:10:04Z
1,477058100,0,0,67,62309340,718270,2410,248,2013-09-15T18:10:16Z
1,477058100,0,0,67,62309010,718100,2420,248,2013-09-15T18:10:34Z
1,477058100,0,-5,67,62307710,717410,2410,247,2013-09-15T18:11:54Z
1,477058100,0,-5,68,62306870,716930,2410,248,2013-09-15T18:12:45Z
1,477058100,0,-5,68,62306710,716830,2410,248,2013-09-15T18:12:55Z
1,477058100,0,-5,68,62306570,716760,2410,248,2013-09-15T18:13:04Z
1,477058100,0,-5,68,62306370,716650,2410,248,2013-09-15T18:13:15Z
1,477058100,0,-5,69,62306060,716480,2410,248,2013-09-15T18:13:34Z
1,477058100,0,0,70,62305200,716000,2400,247,2013-09-15T18:14:25Z
1,477058100,0,0,70,62305030,715900,2400,247,2013-09-15T18:14:35Z
1,477058100,0,-5,70,62304860,715800,2400,247,2013-09-15T18:14:45Z
1,477058100,0,-5,70,62304680,715710,2400,247,2013-09-15T18:14:55Z
1,477058100,0,7,70,62304310,715490,2380,247,2013-09-15T18:15:16Z
1,477058100,0,8,71,62304170,715400,2380,248,2013-09-15T18:15:25Z
1,477058100,0,7,71,62303800,715170,2390,249,2013-09-15T18:15:44Z
1,477058100,0,9,71,62303450,714970,2390,250,2013-09-15T18:16:06Z
1,477058100,0,8,72,62302790,714600,2420,253,2013-09-15T18:16:44Z
1,477058100,0,7,72,62302600,714520,2440,253,2013-09-15T18:16:54Z
1,477058100,0,5,72,62302380,714420,2450,253,2013-09-15T18:17:06Z
1,477058100,0,5,72,62302050,714270,2450,253,2013-09-15T18:17:25Z
1,477058100,0,9,72,62301510,714030,2450,255,2013-09-15T18:17:54Z
1,477058100,0,9,73,62301290,713930,2460,256,2013-09-15T18:18:05Z
1,477058100,0,5,73,62300710,713710,2490,256,2013-09-15T18:18:35Z
1,477058100,0,-5,73,62300330,713580,2510,256,2013-09-15T18:18:54Z
1,477058100,0,-5,73,62300090,713510,2510,255,2013-09-15T18:19:05Z
1,477058100,0,-5,73,62299550,713330,2510,255,2013-09-15T18:19:35Z
1,477058100,0,-5,73,62299380,713270,2510,255,2013-09-15T18:19:45Z
1,477058100,0,-8,73,62298990,713140,2510,254,2013-09-15T18:20:05Z
1,477058100,0,-7,73,62298800,713070,2510,253,2013-09-15T18:20:14Z
1,477058100,0,-5,73,62298410,712930,2490,253,2013-09-15T18:20:35Z
1,477058100,0,0,73,62298220,712860,2490,253,2013-09-15T18:20:45Z
1,477058100,0,5,74,62298020,712780,2490,253,2013-09-15T18:20:54Z
1,477058100,0,0,74,62297790,712690,2480,253,2013-09-15T18:21:05Z
3,477058100,0,-5,74,62297440,712560,2490,253,2013-09-15T18:21:24Z
1,477058100,0,-5,74,62297070,712430,2490,253,2013-09-15T18:21:44Z
1,477058100,0,0,74,62295880,711950,2470,252,2013-09-15T18:22:44Z
1,477058100,0,0,74,62295720,711880,2470,252,2013-09-15T18:22:53Z
1,477058100,0,0,74,62295490,711790,2480,252,2013-09-15T18:23:04Z
1,477058100,0,0,74,62294930,711570,2480,253,2013-09-15T18:23:35Z
1,477058100,0,0,74,62294740,711490,2480,253,2013-09-15T18:23:44Z
1,477058100,0,-5,74,62293960,711200,2490,252,2013-09-15T18:24:25Z
1,477058100,0,0,74,62293770,711120,2480,252,2013-09-15T18:24:35Z
1,477058100,0,0,74,62293580,711050,2480,252,2013-09-15T18:24:45Z
1,477058100,0,-5,74,62292230,710540,2500,252,2013-09-15T18:25:54Z
1,477058100,0,-7,74,62292040,710470,2500,252,2013-09-15T18:26:04Z
1,477058100,0,-5,74,62291610,710320,2490,251,2013-09-15T18:26:24Z
1,477058100,0,-5,74,62291420,710240,2490,251,2013-09-15T18:26:34Z
1,477058100,0,-5,74,62291050,710100,2480,251,2013-09-15T18:26:54Z
1,477058100,0,5,74,62290290,709770,2470,252,2013-09-15T18:27:34Z
1,477058100,0,0,75,62290090,709700,2480,252,2013-09-15T18:27:44Z
1,477058100,0,-5,75,62289890,709620,2480,252,2013-09-15T18:27:54Z
