message_type,mmsi,navigation_status,rate_of_turn,speed_over_ground,longitude,latitude,course_over_ground,true_heading,timeStamp
3,563061000,0,0,90,62266302,683647,460,43,2013-07-11T18:22:37Z
1,563061000,0,0,2,62297153,729054,1802,272,2013-07-11T20:26:57Z
1,563061000,0,0,68,62291489,736232,3390,332,2013-07-11T21:16:07Z
1,563061000,0,0,65,62291256,741036,285,15,2013-07-11T21:20:56Z
1,563061000,0,-127,38,62291523,741541,273,355,2013-07-11T21:21:36Z
3,563061000,0,0,37,62291790,741380,1391,342,2013-07-11T21:22:24Z
1,563061000,1,-127,1,62292379,741073,3274,287,2013-07-11T21:27:36Z
1,563061000,1,-127,1,62292383,741057,3274,284,2013-07-11T21:27:48Z
3,563061000,1,0,4,62292435,741003,1708,263,2013-07-11T21:48:18Z
3,563061000,1,0,2,62292405,741109,2204,284,2013-07-11T22:18:14Z
3,563061000,1,0,4,62292397,741109,1773,273,2013-07-11T22:30:13Z
3,563061000,1,127,2,62292409,740965,2458,286,2013-07-11T22:33:13Z
3,563061000,1,0,4,62292404,741044,1752,266,2013-07-11T23:15:20Z
3,563061000,1,0,4,62292387,741014,1674,259,2013-07-11T23:51:17Z
3,563061000,1,0,0,62292389,741152,3433,329,2013-07-12T02:18:18Z
3,563061000,1,0,1,62292388,741139,3433,328,2013-07-12T02:24:13Z
3,563061000,1,0,0,62292383,741163,3433,332,2013-07-12T02:42:14Z
3,563061000,1,0,0,62292365,741156,3433,325,2013-07-12T02:45:15Z
3,563061000,1,0,1,62292359,741169,3433,341,2013-07-12T03:06:17Z
3,563061000,1,0,1,62292357,741120,3433,344,2013-07-12T03:09:19Z
3,563061000,1,0,1,62292340,741109,3433,352,2013-07-12T03:15:13Z
3,563061000,1,0,2,62292458,741039,2159,342,2013-07-12T03:36:19Z
3,563061000,1,0,2,62292292,740925,2458,10,2013-07-12T03:48:14Z
3,563061000,1,0,1,62292114,741339,3270,21,2013-07-12T04:15:18Z
3,563061000,1,0,2,62292364,741211,1581,11,2013-07-12T05:45:17Z
3,563061000,1,0,1,62292474,741268,2166,236,2013-07-12T06:15:19Z
3,563061000,1,-127,3,62292415,741427,1057,204,2013-07-12T06:30:17Z
3,563061000,1,0,2,62292455,741387,1568,203,2013-07-12T06:51:19Z
3,563061000,1,0,2,62292450,741322,1522,225,2013-07-12T06:54:16Z
3,563061000,1,0,1,62292458,741296,1279,239,2013-07-12T06:57:15Z
