navigation_status,rate_of_turn,speed_over_ground,latitude,longitude,course_over_ground,true_heading,ts,ts_string
0.0,0.0,12.199999999999999,1.2830666666666666,103.37623333333333,3100.0,310.0,1375330518.0,2013-08-01T12:15:18Z
0.0,0.0,10.9,1.2360333333333333,103.36191666666667,1250.0,125.0,1375679775.0,2013-08-05T13:16:15Z
0.0,-12.0,3.2000000000000002,1.2704500000000001,103.98645,160.0,339.0,1375696995.0,2013-08-05T18:03:15Z
0.0,12.0,0.0,1.2863333333333333,103.97235000000001,610.0,292.0,1375752253.0,2013-08-06T09:24:13Z
0.0,7.0,0.0,1.2872833333333333,103.97265,2100.0,254.0,1375785824.0,2013-08-06T18:43:44Z
0.0,0.0,0.5,1.2644833333333334,103.68371666666667,3170.0,131.0,1376142783.0,2013-08-10T21:53:03Z
5.0,0.0,0.10000000000000001,1.2760499999999999,103.58815,1660.0,220.0,1376287001.0,2013-08-12T13:56:41Z
5.0,-5.0,0.29999999999999999,1.27685,103.58666666666667,2640.0,188.0,1376290600.0,2013-08-12T14:56:40Z
5.0,-7.0,0.10000000000000001,1.2747333333333333,103.58493333333334,1850.0,103.0,1376302659.0,2013-08-12T18:17:39Z
5.0,-5.0,0.40000000000000002,1.2720833333333332,103.58785,1090.0,355.0,1376312921.0,2013-08-12T21:08:41Z
5.0,11.0,0.20000000000000001,1.2749333333333333,103.58498333333333,140.0,124.0,1376324800.0,2013-08-13T00:26:40Z
5.0,0.0,0.10000000000000001,1.2758166666666666,103.58578333333334,540.0,158.0,1376335241.0,2013-08-13T03:20:41Z
5.0,0.0,0.20000000000000001,1.2746500000000001,103.58495000000001,660.0,117.0,1376365298.0,2013-08-13T11:41:38Z
5.0,0.0,0.10000000000000001,1.2754833333333333,103.58535000000001,410.0,143.0,1376378799.0,2013-08-13T15:26:39Z
5.0,-8.0,0.10000000000000001,1.2745500000000001,103.5849,1920.0,119.0,1376392120.0,2013-08-13T19:08:40Z
5.0,5.0,0.10000000000000001,1.27555,103.5853,140.0,141.0,1376419479.0,2013-08-14T02:44:39Z
1.0,5.0,0.59999999999999998,1.2414333333333334,103.50633333333333,170.0,93.0,1376492832.0,2013-08-14T23:07:12Z
0.0,12.0,12.300000000000001,1.2512833333333333,103.40801666666667,2990.0,305.0,1376550701.0,2013-08-15T15:11:41Z
0.0,0.0,6.0,1.2190033333333334,103.83634499999999,2902.0,290.0,1377941880.0,2013-08-31T17:38:00Z
8.0,127.0,0.5,1.2423116666666667,103.65076333333333,640.0,226.0,1378012909.0,2013-09-01T13:21:49Z
0.0,-128.0,0.0,1.2971283333333334,103.75673500000001,2936.0,511.0,1382635114.0,2013-10-25T01:18:34Z
0.0,-128.0,0.59999999999999998,1.2870716666666666,103.72924999999999,1451.0,511.0,1382850744.0,2013-10-27T13:12:24Z
3.0,0.0,0.0,1.2315,103.652,2740.0,352.0,1383471895.0,2013-11-03T17:44:55Z
0.0,-127.0,0.0,1.2212700000000001,103.55443666666666,337.0,35.0,1388192629.0,2013-12-28T09:03:49Z
8.0,0.0,14.9,1.2262566666666668,103.49108333333334,2730.0,511.0,1389122224.0,2014-01-08T03:17:04Z
0.0,0.0,10.4,1.2335166666666666,103.3489,1350.0,136.0,1391080435.0,2014-01-30T19:13:55Z
0.0,0.0,7.0999999999999996,1.1998333333333333,103.88553333333333,570.0,60.0,1391099504.0,2014-01-31T00:31:44Z
