navigation_status,rate_of_turn,speed_over_ground,latitude,longitude,course_over_ground,true_heading,ts,ts_string,mmsi
1.0,0.0,0.10000000000000001,1.0957833333333333,103.63528333333333,2490.0,166.0,1379552519.0,2013-09-19T09:01:59Z,357599000.0
1.0,0.0,0.20000000000000001,1.0952666666666666,103.63351666666667,200.0,134.0,1379561877.0,2013-09-19T11:37:57Z,357599000.0
1.0,0.0,0.10000000000000001,1.0910500000000001,103.63838333333334,440.0,323.0,1379579519.0,2013-09-19T16:31:59Z,357599000.0
1.0,0.0,0.10000000000000001,1.0954833333333334,103.63828333333333,2470.0,219.0,1379588156.0,2013-09-19T18:55:56Z,357599000.0
1.0,0.0,0.20000000000000001,1.0964,103.63636666666666,2490.0,192.0,1379593737.0,2013-09-19T20:28:57Z,357599000.0
1.0,0.0,0.20000000000000001,1.0943166666666666,103.6386,1740.0,265.0,1379613536.0,2013-09-20T01:58:56Z,357599000.0
1.0,0.0,0.10000000000000001,1.0907333333333333,103.6386,2410.0,309.0,1379619299.0,2013-09-20T03:34:59Z,357599000.0
1.0,0.0,0.20000000000000001,1.0963333333333334,103.63645,2060.0,182.0,1379637836.0,2013-09-20T08:43:56Z,357599000.0
1.0,0.0,0.10000000000000001,1.09615,103.63553333333333,2460.0,162.0,1379640717.0,2013-09-20T09:31:57Z,357599000.0
1.0,0.0,0.20000000000000001,1.0911,103.63675000000001,750.0,1.0,1379663757.0,2013-09-20T15:55:57Z,357599000.0
1.0,0.0,0.10000000000000001,1.0914333333333333,103.63768333333333,1510.0,329.0,1379666277.0,2013-09-20T16:37:57Z,357599000.0
1.0,0.0,0.10000000000000001,1.09585,103.6362,2600.0,182.0,1379678877.0,2013-09-20T20:07:57Z,357599000.0
1.0,0.0,0.20000000000000001,1.0961333333333334,103.63498333333334,450.0,158.0,1379690938.0,2013-09-20T23:28:58Z,357599000.0
1.0,0.0,0.29999999999999999,1.0922833333333333,103.63809999999999,1880.0,283.0,1379705518.0,2013-09-21T03:31:58Z,357599000.0
1.0,0.0,0.10000000000000001,1.0963499999999999,103.6352,2690.0,170.0,1379723158.0,2013-09-21T08:25:58Z,357599000.0
1.0,0.0,0.10000000000000001,1.0959166666666667,103.6344,250.0,149.0,1379738278.0,2013-09-21T12:37:58Z,357599000.0
1.0,0.0,0.10000000000000001,1.0913666666666666,103.63596666666666,1130.0,18.0,1379751776.0,2013-09-21T16:22:56Z,357599000.0
1.0,0.0,0.20000000000000001,1.0959833333333333,103.63455,510.0,162.0,1379766717.0,2013-09-21T20:31:57Z,357599000.0
1.0,0.0,0.20000000000000001,1.0926166666666666,103.6383,1830.0,279.0,1379794977.0,2013-09-22T04:22:57Z,357599000.0
1.0,0.0,0.20000000000000001,1.0963166666666666,103.63561666666666,2110.0,186.0,1379810639.0,2013-09-22T08:43:59Z,357599000.0
1.0,0.0,0.20000000000000001,1.0917166666666667,103.63623333333334,2680.0,341.0,1379842858.0,2013-09-22T17:40:58Z,357599000.0
1.0,0.0,0.10000000000000001,1.0943166666666666,103.63361666666667,3520.0,95.0,1379852036.0,2013-09-22T20:13:56Z,357599000.0
0.0,0.0,12.699999999999999,1.2474833333333333,103.41200000000001,3140.0,314.0,1379872617.0,2013-09-23T01:56:57Z,357599000.0
0.0,0.0,10.5,1.2441333333333333,103.34708333333333,1230.0,123.0,1386335407.0,2013-12-06T21:10:07Z,357599000.0
0.0,0.0,8.4000000000000004,1.0568166666666667,103.64981666666667,790.0,77.0,1386344283.0,2013-12-06T23:38:03Z,357599000.0
0.0,0.0,13.800000000000001,1.2341666666666666,103.94286666666666,2490.0,250.0,1388202179.0,2013-12-28T11:42:59Z,357599000.0
0.0,0.0,14.199999999999999,1.2415666666666667,103.40075,2960.0,299.0,1388211593.0,2013-12-28T14:19:53Z,357599000.0
0.0,2.0,63.5,1.2426333333333333,103.33806666666666,1260.0,125.0,1395177147.0,2014-03-19T05:12:27Z,357599000.0
0.0,0.0,9.3000000000000007,1.2008333333333334,103.88901666666666,610.0,60.0,1395189998.0,2014-03-19T08:46:38Z,357599000.0
0.0,0.0,11.199999999999999,1.2524166666666667,103.98486666666666,2490.0,250.0,1396980175.0,2014-04-09T02:02:55Z,357599000.0
0.0,0.0,12.699999999999999,1.2282,103.42015000000001,2850.0,290.0,1396991415.0,2014-04-09T05:10:15Z,357599000.0
0.0,0.0,10.699999999999999,1.2590166666666667,103.312,1310.0,129.0,1399555987.0,2014-05-08T21:33:07Z,357599000.0
0.0,0.0,12.0,1.2144333333333333,103.9085,720.0,70.0,1399571526.0,2014-05-09T01:52:06Z,357599000.0
0.0,0.0,13.4,1.1894,103.82891666666667,2460.0,244.0,1401571868.0,2014-06-01T05:31:08Z,357599000.0
0.0,0.0,11.6,1.2254333333333334,103.43818333333333,2840.0,285.0,1401579478.0,2014-06-01T07:37:58Z,357599000.0
